sentence,emotion
i have say goodbye to u thats ho u feel thats fucked up and its so was not part of the fukn deal,anger
i went off to school feeling quite discouraged,sad
id feel safer if i could have a gun to defend myself if they turn out to be violent,anger
i ignored him initially but began to feel uncomfortable and in the same position again i thought he would say that i d come on to him,fear
i feel embarrassed for being away for so long,sad
i feel like when i do that i mess up the cute summer look,joy
i feel lousy about all of this current news,sad
i was feeling bitchy the three days previous,anger
i feel like most of the rest of the tech choices are fairly benign,joy
i have the utmost compassion and heartfelt sympathy for women who cant have children i cant imagine their trials and total respect for women who choose not too i still feel as though it is completely acceptable to have a day to honor mothers without offending women who are not mothers,joy
i feel selfish for that because i want to grieve them for the sake of their parents and brothers and sisters,anger
i would feel less homesick,sad
i don t know why such a large portion of the populace have such strong bilious feelings towards these absolutely vital sentinels but i think it s horrid,joy
i personally feel more handsome than the real guy,joy
i know i recorded what i was feeling this day because i was so surprised by my negative reaction though,suprise
i don t like drama i don t like to hurt peoples feelings and i don t like to feed into the petty bullshit of others,anger
i usually come away with the feeling that while they are impressed and really really want to do this the reality is that mostly it will be the same old same old with the reality being to do more and more but not smarter and smarter,suprise
